cluster_id,n_stocks,stocks,mean_return,mean_volatility,mean_sharpe,mean_market_corr
0,9,"['AAPL', 'BAC', 'C', 'GOOGL', 'GS', 'HD', 'JPM', 'MS', 'WFC']",0.0007768000097369452,0.019750715562151702,0.5660260734933286,0.7202996507051437
1,6,"['JNJ', 'KO', 'MCD', 'PEP', 'PG', 'WMT']",0.0005182395497213744,0.012972665160790242,0.5322468091498666,0.4945955755543518
2,4,"['AMZN', 'MSFT', 'NFLX', 'UNH']",0.0008068967814616249,0.021729647346727863,0.5355817760693397,0.6078987042645044
3,2,"['NVDA', 'TSLA']",0.0022701441387255185,0.03605615338391367,0.9766835206640462,0.5995831153262887
4,6,"['ABBV', 'CAT', 'CVS', 'MRK', 'PFE', 'XOM']",0.0006033026033634049,0.017656483400252058,0.4661184956018804,0.47776988342167526
5,7,"['BA', 'COP', 'CVX', 'GE', 'META', 'MMM', 'SLB']",0.0005926382133570813,0.024100702529237017,0.33696132976953225,0.5713067327256921
