Strategy,Total Return,Annual Return,Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio
mean_variance,0.8824298533133998,0.12474465137446389,0.12917381605738837,0.8201551383647079,1.0898729392990714,-0.17872688746608661,0.6979624226832359
risk_parity,1.730409677426608,0.20522709305718068,0.1664251527185086,1.0851632950235064,1.4069706580357475,-0.24058325792872745,0.8530397951381097
min_variance,0.8824298533133998,0.12474465137446389,0.12917381605738837,0.8201551383647079,1.0898729392990714,-0.17872688746608661,0.6979624226832359
max_sharpe,0.8824298533133998,0.12474465137446389,0.12917381605738837,0.8201551383647079,1.0898729392990714,-0.17872688746608661,0.6979624226832359
cluster_based,0.8824298533133998,0.12474465137446389,0.12917381605738837,0.8201551383647079,1.0898729392990714,-0.17872688746608661,0.6979624226832359
