date,value
2020-06-04,0.005380568793785567
2020-06-05,0.03191566102984944
2020-06-08,0.021604960415619656
2020-06-09,-0.00744739742282341
2020-06-10,-0.01495161544633461
2020-06-11,-0.06860914495549342
2020-06-12,0.018363412516025468
2020-06-15,0.007763695313529828
2020-06-16,0.02043452085700226
2020-06-17,-0.007375277666619495
2020-06-18,0.0008041686817681359
2020-06-19,-0.00439783671663152
2020-06-22,0.0025184581100377024
2020-06-23,0.003472982814041403
2020-06-24,-0.030454615904760618
2020-06-25,0.01727970404096224
2020-06-26,-0.033803746752611885
2020-06-29,0.020673029796620668
2020-06-30,0.0139350954252222
2020-07-01,0.0013818248056682858
2020-07-06,0.021242290510546713
2020-07-07,-0.01319378255587722
2020-07-08,0.006035910957492341
2020-07-09,-0.013666920647891323
2020-07-10,0.025002363793495297
2020-07-13,-0.0025028408101148703
2020-07-14,0.015280225198689212
2020-07-15,0.009536821831390485
2020-07-16,-0.004073057711946437
2020-07-17,-0.0060094852427706735
2020-07-20,0.002792015959203864
2020-07-21,0.010910218973065655
2020-07-22,0.0019427911884510873
2020-07-23,-0.010147227308807238
2020-07-24,-0.006173385256831421
2020-07-27,0.006995184165293322
2020-07-28,-0.0070962562993437395
2020-07-29,0.007462433390813095
2020-07-30,-0.013436092004281641
2020-07-31,-0.002047448589606371
2020-08-03,0.007964118311766244
2020-08-05,0.008475468544639986
2020-08-06,0.0033564327059165677
2020-08-07,0.0039047200470059273
2020-08-10,0.00812335295584643
2020-08-11,-0.0028307592452181396
2020-08-12,0.016088097130942502
2020-08-13,-0.0027625762892707906
2020-08-14,0.0031531963212696468
2020-08-17,0.0009592995292126982
2020-08-18,-0.000807765876632005
2020-08-19,-0.004789321316466144
2020-08-20,-0.0010999107923633789
2020-08-21,0.0028373574075555297
2020-08-24,0.014895132514095355
2020-08-25,-0.0003577140631384479
2020-08-26,0.004801222621839463
2020-08-27,0.004565029475457338
2020-08-28,0.007959441337327178
2020-08-31,-0.0038214513851632104
2020-09-01,0.0006429893487194249
2020-09-03,-0.025867421237721455
2020-09-04,-0.0011027173884312624
2020-09-08,-0.035221814034182675
2020-09-09,0.016810580932427266
2020-09-10,-0.018762622406229945
2020-09-11,0.0034738386098254193
2020-09-14,0.012112354152510996
2020-09-15,-0.00014361394868855903
2020-09-16,0.006175190945624909
2020-09-17,-0.005787086800365326
2020-09-18,-0.007134578261219771
2020-09-21,-0.018033900762666755
2020-09-22,-0.00025469431396085707
2020-09-23,-0.02720692736141661
2020-09-24,0.004665279236324205
2020-09-25,0.012451881008727739
2020-09-28,0.01705834828604491
2020-09-29,-0.009643641488637389
2020-09-30,0.011913665428219256
2020-10-01,0.0012337579490997452
2020-10-05,0.018555278047595047
2020-10-06,-0.01720931463090225
2020-10-07,0.017786012968688203
2020-10-08,0.01226679214045312
2020-10-09,0.004627140596148216
2020-10-12,0.015204569994447636
2020-10-13,-0.007880737070749988
2020-10-14,-0.006703690251072536
2020-10-15,0.001279953070997708
2020-10-16,-0.0008026092198532009
2020-10-19,-0.014681795738359371
2020-10-20,0.0061347805361195995
2020-10-21,-0.008630452937202993
2020-10-22,0.013367836889931484
2020-10-23,0.003143110743773825
2020-10-26,-0.019325211823096544
2020-10-27,-0.008777699995100696
2020-10-28,-0.03322192365654808
2020-10-29,0.010116955651320314
2020-10-30,-0.006482929889412459
2020-11-02,0.018794788606575574
2020-11-04,0.013721851615261738
2020-11-05,0.015566519412651747
2020-11-06,-0.002127585806239063
2020-11-09,0.03885539867281196
2020-11-10,0.008419145487969626
2020-11-11,0.0038530014231734633
2020-11-12,-0.011295721944439951
2020-11-13,0.014988721493015111
2020-11-16,0.02031372497224604
2020-11-17,0.00014897131956015386
2020-11-18,-0.005819065542392754
2020-11-19,0.006126527424805905
2020-11-20,-0.006019965677411809
2020-11-23,0.017460249575076858
2020-11-24,0.025728285753723323
2020-11-25,-0.0015099887331487816
2020-11-27,0.0008330609861357807
2020-11-30,-0.014126500958487775
2020-12-01,0.011097558296182308
2020-12-03,0.0038631746623740693
2020-12-04,0.013626819675936819
2020-12-07,-0.0019799235716896346
2020-12-08,0.004083680337668483
2020-12-09,-0.005024178872241825
2020-12-10,0.0028696388146449703
2020-12-11,-0.006275101699109387
2020-12-14,-0.008256150949071062
2020-12-15,0.010493144107680097
2020-12-16,-0.0012371352722697626
2020-12-17,0.0036517428749511804
2020-12-18,-0.0037498412691293614
2020-12-21,0.00045449922211182603
2020-12-22,-0.01050884880614833
2020-12-23,0.008327046787756753
2020-12-24,-0.0004771759836035283
2020-12-28,0.006709922916015909
2020-12-29,-0.00139945950641307
2020-12-30,0.002227076492356206
2020-12-31,0.006346193914979814
2021-01-04,-0.009999973976842935
2021-01-06,0.014453797908023702
2021-01-07,0.014378178324336188
2021-01-08,0.0040162913574890435
2021-01-11,-0.0014544105182989764
2021-01-12,0.006545031630414977
2021-01-13,-0.00020037568881026147
2021-01-14,0.0013213923146464523
2021-01-15,-0.015497847406638399
2021-01-19,0.007551281198620474
2021-01-20,0.010328597807932605
2021-01-21,-0.005881143045191606
2021-01-22,-0.002562746535163085
2021-01-25,-0.0006722695255956257
2021-01-26,-0.0006078115258157935
2021-01-27,-0.026486684547903594
2021-01-28,0.007531856368935497
2021-01-29,-0.021421028455838265
2021-02-01,0.009808986406699693
2021-02-03,0.010516153991956267
2021-02-04,0.010260482880568134
2021-02-05,0.0034678914145236384
2021-02-08,0.011464022626908488
2021-02-09,-0.0003111662169112961
2021-02-10,0.00040641067660796004
2021-02-11,-0.0032589216877196847
